169	SENSORS_HEADER	heater_heater	silicagel_Fan	ambient_Fan	silicagel_C	silicagel_rH	silicagel_dew	board_C	board_rH	board_dew	ext_C	ext_rH	ext_dew	heater_C	aux_C
252806	SENSORS_VALUES	78.431374	0	1	38.60	40.6	22.8	29.26	52.6	18.6	25.95	66.2	19.2	79.38	27.25
254802	SENSORS_VALUES	78.431374	0	1	38.60	40.6	22.9	29.25	52.6	18.6	25.95	66.2	19.2	79.38	27.19
256802	SENSORS_VALUES	78.431374	0	1	38.61	40.6	22.9	29.26	52.6	18.6	25.95	66.2	19.2	79.44	27.19
258801	SENSORS_VALUES	78.431374	0	1	38.61	40.6	22.8	29.25	52.7	18.6	25.95	66.1	19.2	79.44	27.19
260801	SENSORS_VALUES	78.431374	0	1	38.64	40.6	22.9	29.28	52.7	18.7	25.95	66.2	19.2	79.50	27.19
262852	SENSORS_VALUES	78.431374	0	1	38.66	40.6	22.9	29.28	52.7	18.7	25.95	66.1	19.2	79.50	27.19
264802	SENSORS_VALUES	78.431374	0	1	38.67	40.6	22.9	29.29	52.7	18.7	25.98	66.1	19.2	79.50	27.19
266801	SENSORS_VALUES	78.431374	0	1	38.69	40.6	22.9	29.28	52.7	18.7	25.96	66.1	19.2	79.56	27.19
268801	SENSORS_VALUES	78.431374	0	1	38.70	40.6	23.0	29.29	52.7	18.7	25.95	66.1	19.2	79.56	27.19
270802	SENSORS_VALUES	78.431374	0	1	38.71	40.6	23.0	29.26	52.8	18.7	25.98	66.1	19.2	79.63	27.19
272801	SENSORS_VALUES	78.431374	0	1	38.73	40.7	23.0	29.28	52.8	18.7	25.98	66.1	19.2	79.63	27.19
274801	SENSORS_VALUES	78.431374	0	1	38.73	40.6	23.0	29.28	52.8	18.7	25.96	66.0	19.2	79.63	27.19
276802	SENSORS_VALUES	78.431374	0	1	38.73	40.7	23.0	29.29	52.8	18.7	25.96	66.0	19.2	79.69	27.13
278801	SENSORS_VALUES	78.431374	0	1	38.74	40.7	23.0	29.29	52.9	18.7	25.96	66.0	19.2	79.69	27.19
280806	SENSORS_VALUES	78.431374	0	1	38.78	40.7	23.1	29.28	52.9	18.7	25.95	66.0	19.1	79.75	27.19
282801	SENSORS_VALUES	78.431374	0	1	38.77	40.7	23.0	29.29	52.9	18.7	25.95	65.9	19.1	79.75	27.19
284801	SENSORS_VALUES	78.431374	0	1	38.80	40.7	23.1	29.31	52.9	18.7	25.96	66.0	19.2	79.75	27.19
286802	SENSORS_VALUES	78.431374	0	1	38.81	40.7	23.1	29.28	52.9	18.7	25.96	66.0	19.2	79.81	27.25
288801	SENSORS_VALUES	78.431374	0	1	38.82	40.7	23.1	29.32	53.0	18.8	25.96	66.0	19.2	79.81	27.19
290805	SENSORS_VALUES	78.431374	0	1	38.82	40.7	23.1	29.31	53.0	18.8	25.96	66.0	19.2	79.81	27.19
292802	SENSORS_VALUES	78.431374	0	1	38.85	40.7	23.1	29.32	53.0	18.8	25.96	66.0	19.2	79.88	27.19
294800	SENSORS_VALUES	78.431374	0	1	38.85	40.7	23.1	29.29	53.0	18.8	25.95	66.1	19.2	79.88	27.19
296801	SENSORS_VALUES	78.431374	0	1	38.88	40.7	23.2	29.32	53.0	18.8	25.98	66.0	19.2	79.88	27.19
298802	SENSORS_VALUES	78.431374	0	1	38.90	40.8	23.2	29.32	53.0	18.8	25.95	66.1	19.2	79.94	27.19
300801	SENSORS_VALUES	78.431374	0	1	38.88	40.8	23.2	29.32	53.1	18.8	25.94	66.1	19.2	79.94	27.19
302802	SENSORS_VALUES	78.431374	0	1	38.91	40.7	23.2	29.32	53.1	18.8	25.95	66.1	19.2	80.00	27.19
304801	SENSORS_VALUES	78.431374	0	1	38.91	40.8	23.2	29.31	53.2	18.8	25.95	66.1	19.2	80.00	27.19
306801	SENSORS_VALUES	78.431374	0	1	38.93	40.8	23.2	29.34	53.2	18.9	25.96	66.1	19.2	80.00	27.25
308806	SENSORS_VALUES	78.431374	0	1	38.97	40.7	23.2	29.32	53.2	18.8	25.96	66.1	19.2	80.00	27.25
310802	SENSORS_VALUES	78.431374	0	1	38.96	40.8	23.3	29.32	53.2	18.8	25.96	66.1	19.2	80.06	27.19
312801	SENSORS_VALUES	78.431374	0	1	38.96	40.8	23.2	29.32	53.2	18.9	25.95	66.1	19.2	80.06	27.25
314802	SENSORS_VALUES	78.431374	0	1	39.00	40.8	23.3	29.31	53.2	18.8	25.95	66.1	19.2	80.06	27.25
